datetime,city,state,country,shape,durationMinutes,comments,,
10/19/2013,chandler,az,us,fireball,3 minutes,Object looked like it was on fire,,
10/19/2013,oshkosh,wi,us,circle,10 minutes,2 objects over Oshkosh.,,
10/19/2013,goodyear,az,us,fireball,3 minutes,A constant orange firey light traveling a few hundred miles per hour toward Phoenix and then diverted.,,
10/19/2013,orlando,fl,us,other,10-15 minutes,4 groups of 2 orange/red boxes of what appeared to be firelike light seen in central Florida.,,
10/19/2013,fond du lac,wi,us,light,5 minutes,3 seperate orange spheres flew from the southwest to the northeast&#44 flickered and then disappeared into the sky.,,
10/19/2013,festus,mo,us,sphere,10-15 seconds,Strange lights North of Festus&#44 Missouri,,
10/19/2013,lewisburg,pa,us,other,30 seconds,Orange shape hovered&#44 rose into clouds.,,
10/19/2013,poolesville,md,us,sphere,1+ hours,2 large spheres of light moving quickly&#44 followed by 4 silent orange lights in L formation an hour later.,,
10/19/2013,palm desert,ca,us,light,5 minutes,2 flickering orange lights seen in sky that disappeared in 5 minutes.,,
10/19/2013,saint louis,mo,us,triangle,minutes,I have been noticing a very bright light just S of Clayton in early evenings. The obj. usually appears to the south and west of S.,,
10/19/2013,silver creek,ga,us,triangle,~30 minutes,Triangle UFO&#44 very large craft.  I have photographs of lights that were symmetrical to each other&#44 can see the layout of the lights&#33,,
10/19/2013,st. paul,mn,us,sphere,5 seconds,3 spheres flying over St. Paul.,,
10/19/2013,charlotte,nc,us,sphere,7 minutes,Three orange orbs seen by me and a witness at Food Lion parking lot.,,
10/19/2013,ansonia,ct,us,triangle,3 minutes,3 lights&#44 triangular&#44 orange &amp; white&#44 hovering/turning/flipping.,,
10/19/2013,boise,id,us,sphere,5-10 minutes,Between 5 and 7 orange glowing lights.,,
10/19/2013,brecksville,oh,us,sphere,5 minutes,I am a local school teacher. This evening  I witnessed about 20 large red spherical shapes moving around in the sky .  They were spread,,
10/19/2013,flint,mi,us,sphere,7 minutes,Multiple orange lights making no sound heading east over Flint Mi.,,
10/19/2013,austin,tx,us,flash,10 seconds,Bright Flash of Light Exploding In Austin Sky.,,
10/19/2013,jupiter,fl,us,light,5 minutes,2 orange/yellow round lights traveling slowly one after the other from east to west until disappearing into the clouds.,,
10/19/2013,albuquerque,nm,us,light,15 minutes,A flickering clump of lights&#44 alternating green&#44 red&#44 white&#44 and occasionally blue.. Due east&#44 high above Sandia Mtns.  Stationary.,,
10/19/2013,napanee (canada),on,ca,fireball,45 minutes,Fireball over Lake Ontario.,,
10/20/2013,toledo,oh,us,light,8-10 minutes,Objects in sky move at incredible speed,,
10/20/2013,salem,nh,us,cigar,10 seconds,Metallic object reflecting the Sun&#44 then vanishes.,,
10/20/2013,manitou springs,co,us,circle,1 minute,3ft round silver ball hovering down street and moving in seemingly precise path.,,
10/20/2013,vineland,nj,us,triangle,still going on,Strange airship flying in a circurle path for the last 20:00mins and counting seems like it is following a orange glow ball.,,
10/20/2013,naples,fl,us,unknown,45 minutes,Object moving different directions flashing a powerful bright light then joined by another identical object,,
10/20/2013,levittown,pa,us,light,12 minutes,Burnt orange objects in clear sky no navigation lights appeared out of nowhere travel across sky then disappeared.  Levittown Pa.,,
10/20/2013,spokane,wa,us,flash,30 seconds,Two small&#44 intense&#44 blinking lights circled above Spokane Valley&#44 WA.  ((NUFORC Note:  Advertising lights??  PD)),,
10/20/2013,germantown,ny,us,light,15 minutes,Very large&#44 bright stationary light seen over Hudson River near Saugerties/Kingston&#44 NY smaller lights flying toward it after a time.,,
10/20/2013,philadelphia,pa,us,sphere,1 hour,Blue white illuminated sphere with smaller spheres orbiting object,,
10/20/2013,woonsocket,ri,us,triangle,5 minutes,A flashing triangular object hovering in sky with white beaming lights and body changing color.,,
10/20/2013,levittown,pa,us,light,8 minutes,As I was parking in the supermarket parking lot I noticed a orange light that appeared out of nowhere in the sky above the store.,,
10/20/2013,kennewick,wa,us,light,flash,Bright flash of white light seen in Kennewick night skies.,,
10/20/2013,manassas,va,us,triangle,1 hour,Huge up close triangular craft.,,
10/20/2013,stockton,ca,us,light,16 minutes,10/20/13 UFO sighting in Stockton. .?,,
10/21/2013,cottonwood,az,us,light,7 minutes,Red&#44 white blue flashing lights,,
10/21/2013,sugar land,tx,us,fireball,30 seconts,Sugar Land&#44 TX white streak with green burst.,,
10/21/2013,milwaukee,wi,us,unknown,10 seconds,I was pulling into work at 6:36am and a bright blue light lit up the sky.  There were many clouds and this light was behind them.  It f,,
10/21/2013,framingham,ma,us,other,5:00,Two objects seen north of Mass Pike (Framingham-Southboro-Westboro.,,
10/21/2013,san antonio,tx,us,triangle,1 minute,Triangle shape.,,
10/21/2013,houston,tx,us,sphere,3-5 seconds,Bright blue orb shot fast across the sky. No fade&#44 no trail&#44 no sound.,,
10/21/2013,versailles,mo,us,fireball,25-30 minutes,Yellow/Orange colored &quot;orb&quot; seen for approximately 30 minutes.,,
10/21/2013,katy,tx,us,light,20 seconds,Third UFO sighting.,,
10/21/2013,two rivers,wi,us,oval,15 minutes,Unexplained lights over Lake Michigan and lake shore.,,
10/21/2013,watertown,ma,us,fireball,10 minutes,Fast-moving&#44 illuminated object similar to fireball silently crosses evening sky and in an instant plunges about 100 feet,,
10/21/2013,wilson,ok,us,light,4 minutes,Strange bright star moving oddly&#44 while military jets fly by it.,,
10/21/2013,barnegat,nj,us,fireball,1 minute,Object appearing to be a burning object flew low at constant speed and altitude.,,
10/21/2013,oxford,pa,us,oval,30 seconds,Red/orange oval object fell diagonally from the sky and disappeared.  Left behind a trail of smoke.,,
10/21/2013,cleveland,ok,us,teardrop,15 minutes,Bright lights hovering in the sky low to the ground disappeared out of sight within a few minutes.,,
10/21/2013,imperial,mo,us,diamond,5 minutes,We were sitting on back deck talking and looking at the moon and ski she we saw a glowing diamond like shape in ski.,,
10/21/2013,twin lakes,wi,us,light,15 minutes,UFO glowing circle of light perfectly still then vanishes.,,
10/22/2013,wentzville,mo,us,triangle,30 minutes,I was outside smoking a cigarette after work&#44 facing North West.  I noticed this object&#44 which I thought was a plane at first.,,
10/22/2013,mount holly,nj,us,diamond,10,Triangular craft with bright red lights seen over Mount Holly&#44 NJ.,,
10/22/2013,longmont,co,us,circle,1 minutes,Little red circle moving in an out of air streak.,,
10/22/2013,albany,ny,us,disk,30 seconds,Large disk shaped flying object with lights spotted in Albany NY before dawn,,
10/22/2013,wenatchee,wa,us,oval,8 minutes,A large&#44 yellow&#44 fiery object hovered over the Wenatchee Valley.,,
10/22/2013,ty ty,ga,us,circle,20 minutes,Starts out yellow and the turns amber color it has happend several times in past two months it moves up doen side to side very slow,,
10/22/2013,prescott valley,az,us,other,2 1/2 hours,3 then up to 6 white flashing lights move erratically all over-N. Prescott Valley&#44 AZ 10/22&amp;10/23/13 PM,,
10/22/2013,milton,vt,us,light,40 seconds,Steady red light that crossed sky then diminished in size at a steady rate before vanishing,,
10/22/2013,mckeesport,pa,us,circle,5 minutes,Five glowing reddish-yellow circular objects drifted slowly over my house&#44 heading east&#44 on the evening of 10/22/13.,,
10/22/2013,miami,fl,us,diamond,hours,No one is talking about it on the net or TV. Two witnesses from the Redlands&#44 FL.  ((NUFORC Note:  Sighting of Arcturus?  PD)),,
10/22/2013,brattleboro,vt,us,rectangle,30 minutes,Bright lights hovering low in west brattleboro/marlboro.  ((NUFORC Note:  Possible sighting of Venus?  PD)),,
10/22/2013,prescott,az,us,flash,4 minutes,Standing on my balcony&#44 me and my fianc&eacute; noticed a bunch of faint lights flickering in a group&#44 they moved slowly shining 5 lights then,,
10/22/2013,kensington,nh,us,unknown,5 seconds,The craft moved quickly then hovered&#44 then went out of sight in seconds.,,
10/22/2013,ossipee,nh,us,circle,3-5 seconds,Bright circle flashed across the sky in Ossipee only lasted about 3-5 seconds.,,
10/22/2013,topeka,ks,us,light,ongoing,Bright colored light  sitting stationary S/W  of  Topeka&#44 very bright.  ((NUFORC Note:  Probably Venus.  PD)),,
10/22/2013,logan,ut,us,chevron,10 seconds,Chevron shaped dark image highlight by subtle orange glowing lights surrounding exterior in extreme quiet flight.,,
10/22/2013,dandridge,tn,us,sphere,12 seconds,Large ball of yellow light making erratic movements&#44 disappears.,,
10/22/2013,weiser,id,us,light,30 minutes,Pendulum&#44 white light turning red as it got lower.,,
10/22/2013,cedar city,ut,us,unknown,7 seconds,Noiseless&#44 extremely fast pair of lights.,,
10/22/2013,auburn,ca,us,unknown,<1 minute,Lighted object flying fast and low overhead with no sound.,,
10/22/2013,chelan,wa,us,oval,3-4 minutes,Orb move quickly across the the sky before circling and disappearing into blackhole,,
10/22/2013,san rafael,ca,us,formation,35 minutes,Strange horizontal formation of four to five lights with the remarkably bright gold colored orb the furthest to the right.,,
10/22/2013,arlington,tx,us,sphere,3 minutes,6 bright orange objects in formation over Arlington TX. 10/22/13.,,
10/22/2013,kaneohe,hi,us,oval,8 minutes,Oval bright red object with yellow flickering light in the middle&#44 moving slowly then stayed still.,,
10/22/2013,monroeville,pa,us,oval,5 minutes,5 Red/Yellow Ovals seen by 3 witnesses.,,
10/22/2013,davenport,wa,us,circle,10 minutes,Orange Glowing Object over Davenport&#44 WA.,,
10/23/2013,marlboro,nj,us,triangle,90 seconds,Large low flying aircraft with flashing red lights flying just over the tree line. Seemed very peculiar and quite dangerous.,,
10/23/2013,milford,nh,us,triangle,5 minutes,Bright light in the distance&#44 got closer large hovering craft with no noise above rt. 101.,,
10/23/2013,philadelphia,pa,us,light,30 seconds,Blue ball over Philadelphia.,,
10/23/2013,north andover,ma,us,chevron,5 minutes,Largest object in the sky i have ever seen,,
10/23/2013,venice,fl,us,sphere,0:08,Orange solid light sphere @ dusk&#44 high rate of speed from east to west then disappearing.,,
10/23/2013,anchorage,ak,us,light,2-3 minutes,Driving on Fort Richardson saw 1 orange bright light above Arctic valley that appeared droped disapered then reappeared .,,
10/23/2013,oak forest,il,us,other,12 seconds,Loud aircraft with bright colored lights buzzes my neighborhood.,,
10/23/2013,bellingham,wa,us,light,1 hour,While waiting for a bus in downtown Bellingham&#44I spotted a large light moving very slowly above Bellingham Bay.The light was 1/3rd the,,
10/23/2013,stratham,nh,us,fireball,3-4 minutes,Bright yellow/orange fireball hovered with no noise at low altitude&#44 shining right at my house.,,
10/23/2013,wickenburg,az,us,fireball,45,10-15 Orange &#8220;Fireballs&#44&#8221; appearing and disappearing and moving about in the evening sky for the last 3 nights in a row&#8230;,,
10/23/2013,colorado springs,co,us,other,5 seconds,Big Brown Bird in night sky like a huge V no wing movement.,,
10/23/2013,choctaw,ok,us,disk,2.5 seconds,Bluish white disk with trail behind it.,,
10/23/2013,choctaw,ok,us,disk,2-3 seconds,Bluish white disk with contrail moving west to east.,,
10/23/2013,colonial heights,va,us,circle,45 minutes,Strange light in Virginia,,
10/23/2013,stilwell,ks,us,sphere,30 minutes,Contact with intelligent UFO.  ((NUFORC Note:  Possible sighting of Venus??  PD)),,
10/23/2013,cedarville,ca,us,light,20 minutes,Bright glowing&#44spherical&#44 balls of light that dart around the sky with silence an super speed an gracefulness.,,
10/23/2013,anchorage,ak,us,circle,15 minutes,Approx. 12 orange orbs moving across the sky from the NW to the SE &#44 moving towards outer space.,,
10/23/2013,toutle,wa,us,light,2+ hours,Wednesday night I was walking up my driveway having a smoke when a bright colored object caught my eye. First thought was WOW that&#39s a,,
10/23/2013,natick,ma,us,triangle,1 minute,Orange triangular pattern aircraft?,,
10/23/2013,silverdale,wa,us,light,1 hour,Lights in the sky.,,
10/23/2013,summer lake,or,us,light,20 minutes,10-23 and 24th of oct 13 summer lake OR. 9:00 p.m. orange balls of light  7 at one time in diagnal and in twos,,
10/23/2013,alcova,wy,us,light,7 seconds,A mysterious shooting star heads straight for our car but dissapears before it hits us.,,
10/23/2013,cottonwood,az,us,formation,15-20 minutes,Formation of 4 lights seen over Cottonwood.,,
10/23/2013,washington,nc,us,unknown,10 minutes,Loud vibrating low hum.,,
10/23/2013,alexandria,va,us,light,45 seconds,Three (3) orbs of light rapidly moving through the night sky maneuvering around each other before racing off at an incredible speed.,,
10/23/2013,hermitage,tn,us,light,3-4 minutes,Red pulsating light &quot;bouncing&quot; while ascending over Nashville area.,,
10/23/2013,scottsdale,az,us,other,2-3 minutes,Irregular hexagon with 3 big bright lights emitting beams,,
10/24/2013,pasadena,ca,us,fireball,1 hour,Mass UFO sighting: Pasadena&#44 CA: 4:35pm on December 24&#44 2013.,,
10/24/2013,erial,nj,us,sphere,3 seconds,Shiny spherically shaped object traveled very quickly southeastward then disappeared after a few seconds..,,
10/24/2013,columbia,md,us,diamond,20 seconds,A low diamond shaped flash of light that started blue and turned white like a bright shooting star over Sewells Orchard Pond.,,
10/24/2013,richmond,va,us,circle,2 seconds,Blue and green circle took off in two seconds and then was gone.,,
10/24/2013,morristown,nj,us,light,3 seconds,Bright fast quick light streak.,,
10/24/2013,dallas,tx,us,circle,a few seconds,Shiny circular object in sky&#44 no lights&#44 Extremely shiny. Disappeared a few seconds after I saw it.,,
10/24/2013,woodbridge,va,us,cigar,5 minutes,silver cigar shaped craft NO WINGS,,
10/24/2013,hogansville,ga,us,circle,2 minutes,Early afternoon sighting&#44 made 90 degree turns,,
10/24/2013,bellingham,wa,us,light,>5 hours,Large star like light hangs in the sky for over 5 hours &amp; disappears.,,
10/24/2013,dahlgren,va,us,light,1 minute,Lightes orb seen failing during the day.,,
10/24/2013,arnold,md,us,fireball,3-5 seconds,Extremely bright ball/circle of yellow-white light surrounded by a red outline streaked across evening sky,,
10/24/2013,west vancouver (canada),bc,ca,light,10 minutes,Solid white light over Vancouver BC moving due south.,,
10/24/2013,cedarville,ca,us,light,45-60 minutes,Small red light followed by orange orbs that appeared&#44 multiplied&#44 and disappeared.,,
10/24/2013,st. louis,mo,us,triangle,1 minute,Delta shaped object hovering over flatbed truck in St. Louis.,,
10/24/2013,lakeland,tn,us,light,30 seconds,Light seen makes a turn and disappears.,,
10/24/2013,brothers,or,us,light,45 minutes,I saw two groups of lights that appeared to be separate craft.,,
10/24/2013,edgewater,md,us,light,1 minute,Saw two stationary lights in the southeastern sky for about 1.5 minutes very brilliant light and then faded away.,,
10/24/2013,garland,tx,us,circle,10 minutes,6-8 orange/yellow circles hovering in a zigzag formation.,,
10/24/2013,plainview,ny,us,triangle,1 hour,4 lights in the shape of a triangle were seen in the night sky.,,
10/24/2013,winston-salem,nc,us,light,dance practice,Bright light floating in sky.,,
10/24/2013,eugene,or,us,other,5 minutes,Bright orange light&#44 flying low&#44 moving slowly &amp; was silent,,
10/24/2013,mitchell,sd,us,light,10-15 seconds,Orange light that fades out and reappears.,,
10/24/2013,o&#39fallon,mo,us,triangle,minutes,silent slow obtuse triangle&#44 all black with perimeter white lights,,
10/24/2013,wilkes-barre,pa,us,other,6 minutes,Flashing lights Red/Orange and White/grey &quot;bouncing&quot;  gaining and losing altitude instantly.,,
10/24/2013,broken arrow,ok,us,oval,15 minutes,2 Orangish/Red/Yellow Oval Objects hovering over a Broken Arrow&#44 OK residential district.,,
10/24/2013,chandler,az,us,disk,10-20 seconds,Craft moved from West to East across South Chandler sky.,,
10/24/2013,rosamond,ca,us,formation,9 seconds,Witnessed two red steady lights moving west to east in a straight line across night sky. Faster than a plane&#44 but not as quick as a sho,,
10/24/2013,new castle,pa,us,fireball,5 minutes,((NUFORC Note:  Witness provides no information about sighting.  PD)),,
10/24/2013,irving,tx,us,cylinder,4 minutes,Triangular object with faint yellow-orange lights on irregular flight path hovered&#44 then descended rapidly and observed as cylindrical,,
10/24/2013,ogilvie,mn,us,light,15 minutes,Orange light above trees.,,
10/24/2013,waterloo,ia,us,triangle,1 minutes,Triangular aircraft with yellow and red lights.,,
10/24/2013,mansfield,tx,us,triangle,5 seconds,white 500 foot wide V shape craft flys over Mansfield&#44 Texas at night,,
10/24/2013,toledo,oh,us,triangle,15 minutes,Black triangle slowly flew over us&#44 almost silent&#44 and directly changed course&#44 descended into wooded area,,
10/24/2013,brandon,ms,us,circle,10 seconds,Bluish green object&#44 the size of a dime held at arms length traversing approximately a 10 degree path toward the southwest horizon.,,
10/25/2013,butler,pa,us,light,2 minutes,Faint Blue Light Moving and Disappearing.,,
10/25/2013,beverly hills,ca,us,circle,~1 minute,Slow moving bright orange fireball appearing somewhat close. Direction unclear&#44 then suddenly disappears.,,
10/25/2013,salt lake city (cottonwood heights),ut,us,sphere,3 minutes,Bright green basketball sized orb dashed next to me&#44 then up to the sky.,,
10/25/2013,wellington,co,us,unknown,45+ minutes,Red&#44 white and blue flashing lights in the Northern sky above Wellington&#44 Colorado.,,
10/25/2013,elkton,md,us,other,30+ minutes,Object in Elkton sky with flashing orange lights&#44 just floating/hovering. Looked like a planets or star but def not.,,
10/25/2013,milwaukee,wi,us,circle,2 minutes,Reddish orange lights floating in the sky from west to east,,
10/25/2013,flushing,mi,us,oval,10 minutes,3 small white circling very fast in oval formation for 10 minutes.,,
10/25/2013,baltimore,md,us,formation,10 minutes,Baltimore MD BWI a formation of more than 20 orange lights strung across the eastern horizon at a elevation of 35 degrees,,
10/25/2013,des moines,ia,us,triangle,8-10 seconds,Large low-flying craft with orb like lights in a cross shape.,,
10/25/2013,morris,il,us,unknown,30-40 minutes,ufos over i80 between morris and bolingbrook illinois.,,
10/25/2013,katy,tx,us,fireball,3 minutes,Fireball seen moving across the sky of Katie&#44 Texas. .,,
10/25/2013,pittsburgh,pa,us,disk,7 minutes,Saw 2 disc shaped white-ish blue objects floating in the clouds at night moving Around in very eratic movements. Circular zig zaging et,,
10/25/2013,ellicott city,md,us,circle,2 minutes,((NUFORC Note:  Witness provides no information; remains totally anonymous.  PD)),,
10/25/2013,lake lure,nc,us,light,10-15 minutes,Bright orb that disappeared as I was watching it.,,
10/25/2013,nampa,id,us,disk,.45 minutes,Oct 25 2013 approximately 20:30 hrs.  Bright star appearing light low on the horizon (not seen in the past) observed on and off for .45,,
10/25/2013,meridian,id,us,disk,15 minutes,I saw military planes go after it&#33,,
10/25/2013,sarasota,fl,us,rectangle,~1 minute,5 good sized orange to white rectangular to oblong moving objects,,
10/25/2013,centerville,oh,us,fireball,10 minutes,75+ red dots  in the sky over Dayton&#44 Ohio,,
10/25/2013,playa del rey,ca,us,flash,2 minutes,Huge unexplained flashing lights on the sky in Los Angeles near Playa Del Rey,,
10/25/2013,loganville,ga,us,triangle,30 minutes,Roughly 25 triangular foreign objects with red cores; all came from the south and dissappeared to the north.,,
10/25/2013,waukee,ia,us,circle,7 minutes,Multiple bright yellow-red circular lights sighted travelling SW to NE over Waukee towards Des Moines.,,
10/25/2013,seaside park,nj,us,cross,30,2 UFOs at Night come off the ocean flying 500 ft above around silently.,,
10/25/2013,seaside park,nj,us,cross,30 seconds,Additional Info for the Friday Oct. 25th 10:30PM Sighting of 2 UFOs in Seaside Park NJ off the Ocean front.,,
10/25/2013,milford,oh,us,circle,10 minutes,6 orange lights moving at high rate of speed,,
10/26/2013,los angeles,ca,us,rectangle,15 second,White rectangular rolling object that seemed to billow or create clouds as it flew by. Clouds did not dissipate.,,
10/26/2013,hosford,fl,us,light,30 seconds,Lights.,,
10/26/2013,thousand oaks,ca,us,cigar,10,After seemingly power shortage&#44walked outside &amp;saw in air above a craft that steadily moved across&#44 paused eye level&#44 then dropped down,,
10/26/2013,honolulu,hi,us,flash,1 hour,Lightning without thunder and flickering that lightens the black sky to blue.,,
10/26/2013,methuen,ma,us,light,3 minutes,Orange light  in Methuen Ma gone like it was fake and it was a vision. This mess peoples head. postreros tiempos end times people.,,
10/26/2013,brighton,co,us,formation,4 minutes,3 lights in triangle formation move north,,
10/26/2013,longmont,co,us,triangle,2.5 minutes,we were relaxing in our hot tub and whitnesed a boomarang shaped object  that seemed to be camo. looked like a cloud fly by after about,,
10/26/2013,spokane,wa,us,rectangle,1 minute,Box with wings flying low and fast.,,
10/26/2013,glendale,az,us,fireball,10 minute,Fireball-like objects above ASU West.,,
10/26/2013,calabasas,ca,us,other,5 minute,Aircraft movements and lights were unlike any known conventionally powered aircraft,,
10/26/2013,athens,ga,us,light,5 minutes,Bright at first and then dim. Turned to fast to be a airplane.,,
10/26/2013,brunswick,md,us,triangle,3 minutes,Saw weirrd 3 lighted triangle craft aprox 7:00 pm over Brunswick Maryland last night.. Was driving&#33 Looked like it was compied by civil,,
10/26/2013,chapin,sc,us,fireball,2-3 minutes,Orange ball in sky.,,
10/26/2013,kagawong (canada),on,ca,sphere,1 hour,Bright sphere South/western  sky  Manitoulin Island for 1 hour and then suddenly disappeared.,,
10/26/2013,kenosha,wi,us,light,10 minutes,two glowing white lights moving back and forth in sky,,
10/26/2013,plant city,fl,us,circle,1 minute,Bright orange circular object with red lights around it,,
10/26/2013,hillsboro,mo,us,light,3 minutes,Bright light moving across the sky and disappearing (not a shooting star).,,
10/26/2013,edgerton,wi,us,rectangle,5 minutes,Twin vertical&#44 bluish light that pulsed to red then glowed to yellow.,,
10/26/2013,goodlettsville,tn,us,flash,3 minutes,As many as forty bright red and yellow lights hover in the sky moving slowly and independently before fading away.,,
10/26/2013,savage,mn,us,triangle,2 minutes,Triangular object&#44 able to zig-zag in-flight without changing object orientation; emitted a beam and disappeared.,,
10/26/2013,beaver,ar,us,circle,30 seconds,Orange lights moving slow.start out in straight vertical line.they scatter then disappear in the clouds. They were low and visible and,,
10/26/2013,olathe,ks,us,unknown,ongoing,two objects spotted in night sky over Olathe&#44 KS with eratic flight patterns,,
10/26/2013,cape coral,fl,us,fireball,2 minutes,Glowing orange orb over Southwest Florida,,
10/26/2013,tallahassee,fl,us,fireball,10 minutes,20-30 orange lights floating silently over I-10 in Tallahassee Florida heading west,,
10/26/2013,lake worth (southern blvd.; haverhill exit),fl,us,disk,15 seconds,Dark saucer with bright blue lights landing next to souther blvd in florida,,
10/26/2013,north canton,oh,us,triangle,10,Shimmering Orange triangular light hovering in the sky above a house in North Canton Ohio,,
10/26/2013,oldsmar,fl,us,formation,2 minutes,Five orange lights in Oldsmar&#44 fl. Countryway area. 10/26/13 10:10pm,,
10/26/2013,windsor (canada),on,ca,sphere,30 minutes,20 medium sized orbs that glided from north to north east. The orbs made no sound.,,
10/26/2013,miami beach,fl,us,triangle,5-10 minutes,Dim star like object freely flying and joining with others,,
10/26/2013,mustang,ok,us,fireball,8-10 minutes,Fireballs over Mustang&#44 OK.,,
10/27/2013,garland,tx,us,light,8 minutes,Glowing orange lights in sky.,,
10/27/2013,hamilton (canada),on,ca,light,~1 minute,Metallic light appears&#44 changes direction and vanishes.,,
10/27/2013,king,nc,us,circle,1,Red orb interaction with aircraft,,
10/27/2013,marstons mills,ma,us,formation,22 minutes,At 7:05 my 28 yr old son and I were walking our dog. We have been keeping our eyes to the sky ever since our last sighting this past su,,
10/27/2013,moorhead,mn,us,light,hours,Multiple circular rotating lights.,,
10/27/2013,port alberni (canada),bc,ca,circle,5 minutes,I saw a large&#44 round light&#44  moving extremely slowly towards the top of the mountain across from me at treetop level.,,
10/27/2013,lorain,oh,us,diamond,2 minutes,8 crafts or whatever&#44 proceeding W to E along Lake Erie shore line&#44 red&#44 silent&#44 with varying speeds&#44 but generally in formation.,,
10/27/2013,st. paul,mn,us,sphere,1 minute,Four objects fly in seeming formation and make unusual turns. Almost hugging each other for a moment.,,
10/27/2013,fayetteville,ar,us,flash,25 minutes,Blue flash over mount sequoyah with hum.,,
10/27/2013,cincinnati,oh,us,teardrop,1.5 minutes,Bright light&#44 ship cloaked out on me right in front of my eyes.,,
10/27/2013,winston-salem,nc,us,cross,20 minutes,Stationary bright white light,,
10/27/2013,lexington,ky,us,triangle,30-60 seconds,Amber-colored lights in triangle formation.,,
10/27/2013,pasadena,ca,us,light,4 minutes,6 balls of orange-red lights hovering over Mt. Wilson near San Gabriel Valley.,,
10/27/2013,west palm beach,fl,us,fireball,7:00,Six orange-red glowing balls in night sky over West Palm Beach,,
10/27/2013,pittsburgh,pa,us,fireball,1-2 minutes,Saw &quot;Fireballs&quot; in the sky last night.  Same as many other UFO video and sightings.  Have pictures.,,
10/28/2013,stillwater,ok,us,sphere,10 minutes,3 Fire Orange Glowing Spheres Move Through the Skies Over Stillwater Oklahoma,,
10/28/2013,lake city,ia,us,light,1 hour,odd moving light in the sky,,
10/28/2013,walkertown,nc,us,disk,3 seconds,Object had green and white lights gone in 3 seconds really bright and fast.,,
10/28/2013,pierrefonds (canada),qc,ca,disk,10 minutes,UFO.,,
10/28/2013,graham,wa,us,disk,25 minutes,Flashing bright white light with no noise in the lower sky for twenty five minutes. it hoovered.,,
10/28/2013,aberdeen,nc,us,light,pm,The object was quitely flying by and stopped slowly&#44 when I recorded the video.,,
10/28/2013,kingston,wa,us,flash,1 second,Unexplained Bright Stationary Flash of Light Kingston WA.  ((NUFORC Note:  Sighting of Venus&#44 we suspect.  PD)),,
10/28/2013,brownsville,tx,us,circle,1.5 minutes,2 orange fiery&#44 round objects flew over brownsville&#44 tx near east price road.,,
10/28/2013,pierrefonds (canada),qc,ca,light,>20 minutes,7 UFOs.,,
10/28/2013,amherst,ma,us,diamond,10 minutes,Huge silent flying object moving North East in the sky.,,
10/28/2013,longmeadow,ma,us,triangle,~5-7 minutes,triangle shaped craft hovering in Massachusetts.,,
10/28/2013,davie,fl,us,unknown,5 minutes,Fireball in the sky that dissipated after a few minutes.,,
10/28/2013,mt. vernon,oh,us,triangle,2 minutes,Orbs forming a triangle that came from the Stratosphere&#44 went strait over dropped thousands of ft. and went strait all in one motion,,
10/28/2013,wellington,fl,us,circle,3 minutes,2 bright lights.,,
10/29/2013,eastport,md,us,circle,90 minutes,4 weeks&#44 observed round object in sky with mostly bright white but has flashing red and green lights.  ((NUFORC Note:  Sirius??  PD)),,
10/29/2013,fort lauderdale,fl,us,unknown,2 minutes,Very slow object.,,
10/29/2013,santa cruz,ca,us,circle,3 hours,I feel this is probably a new satellite of some sort&#44 but would like to have it on record as a sighting.  ((NUFORC Note:  Venus.  PD)),,
10/29/2013,newport news,va,us,oval,1 hour,Ball of light with a spike in southwest sky that arcs westerly to the horizon.,,
10/29/2013,sacramento,ca,us,light,20-30 seconds,3 red/orange lights over Sacramento.,,
10/29/2013,manistee,mi,us,unknown,10 minutes,Large&#44 low flying object spotted in Onekama&#44 Manistee and Ludington by many residents on Tuesday 10-29-2013 at 8pm.,,
10/29/2013,fayetteville,nc,us,light,pm,Flying.,,
10/29/2013,norridgewock,me,us,other,10 minutes,Ball of intense white light with rays of light shooting out from the orb. the only description that came to mind was the christmas st,,
10/29/2013,camp verde (south of),az,us,unknown,2 minutes,Brilliant white sputtering oval nodding side to side around 800&#39 above highway.,,
10/29/2013,san clemente,ca,us,light,still there,Bright stationary light hovering over ocean in San Clemente&#44 CA.,,
10/30/2013,bolton (canada),on,ca,cigar,1 minute,Large red flashing lights flaying just above tree level.,,
10/30/2013,san diego,ca,us,fireball,3 minutes,Two round orange lights hovering over south San Diego.,,
10/30/2013,idaho falls,id,us,diamond,90 minutes,Beauty in the sky.  ((NUFORC Note:  Possibly a sighting of Sirius.  PD)),,
10/30/2013,kelso,wa,us,light,6 seconds,Bright orb with long tail shooting from east to the northwest horizontal and upward.  ((NUFORC Note:  Meteor?  PD)),,
10/30/2013,richland,wa,us,light,10 seconds,White orb speeding across the sky in eastern Washington.  ((NUFORC Note:  Many reports to news.  Meteor?  PD)),,
10/30/2013,sandpoint,id,us,teardrop,20 seconds,20 SEC SHOOTING STAR.  ((NUFORC Note:  Many reports to news media.  Possible meteor&#44 we suspect.  PD)),,
10/30/2013,post falls,id,us,light,8 seconds,White light particle beam with small ball-like head moving silently over Post Falls Idaho.,,
10/30/2013,walla walla,wa,us,light,20 seconds,Low-flying lighted object over Walla Walla&#44 WA.,,
10/30/2013,kuna,id,us,fireball,4 seconds,Greenish-white fireball tracking east-west&#44 spotted early a.m. 10-30-13&#44 at high rate of speed; SW Ada County&#44 ID.,,
